Ensembl Gene ID	Ensembl Transcript ID	Chromosome Name	Gene Start (bp)	Gene End (bp)	EntrezGene ID	Strand	HGNC symbol
ENSG00000122026	ENST00000319826	13	26723692	26728705	388532	1	RPL21P14
ENSG00000122026	ENST00000319826	13	26723692	26728705	388532	1	RPL21
ENSG00000122026	ENST00000319826	13	26723692	26728705	388621	1	RPL21P69
ENSG00000122026	ENST00000319826	13	26723692	26728705	388621	1	RPL21P20
ENSG00000122026	ENST00000319826	13	26723692	26728705	388621	1	RPL21P53
ENSG00000122026	ENST00000319826	13	26723692	26728705	388621	1	RPL21P131
ENSG00000122026	ENST00000319826	13	26723692	26728705	388621	1	RPL21P87
ENSG00000122026	ENST00000319826	13	26723692	26728705	388621	1	RPL21P98
ENSG00000122026	ENST00000319826	13	26723692	26728705	388621	1	RPL21P128
ENSG00000122026	ENST00000319826	13	26723692	26728705	388621	1	RPL21P105
ENSG00000122026	ENST00000319826	13	26723692	26728705	388621	1	RPL21P97
ENSG00000122026	ENST00000319826	13	26723692	26728705	388621	1	RPL21P39
ENSG00000122026	ENST00000319826	13	26723692	26728705	388621	1	RPL21P125
ENSG00000122026	ENST00000319826	13	26723692	26728705	388621	1	RPL21P134
ENSG00000122026	ENST00000319826	13	26723692	26728705	388621	1	RPL21P45
ENSG00000122026	ENST00000319826	13	26723692	26728705	388621	1	RPL21P29
ENSG00000122026	ENST00000319826	13	26723692	26728705	388621	1	RPL21P120
ENSG00000122026	ENST00000319826	13	26723692	26728705	388621	1	RPL21P37
ENSG00000122026	ENST00000319826	13	26723692	26728705	388621	1	RPL21P80
ENSG00000122026	ENST00000319826	13	26723692	26728705	388621	1	RPL21P46
ENSG00000122026	ENST00000319826	13	26723692	26728705	388621	1	RPL21P93
ENSG00000122026	ENST00000319826	13	26723692	26728705	388621	1	RPL21P119
ENSG00000122026	ENST00000319826	13	26723692	26728705	388621	1	RPL21P16
ENSG00000122026	ENST00000319826	13	26723692	26728705	388621	1	RPL21P14
ENSG00000122026	ENST00000319826	13	26723692	26728705	388621	1	RPL21
ENSG00000122026	ENST00000319826	13	26723692	26728705	440575	1	RPL21P69
ENSG00000122026	ENST00000319826	13	26723692	26728705	440575	1	RPL21P20
ENSG00000122026	ENST00000319826	13	26723692	26728705	440575	1	RPL21P53
ENSG00000122026	ENST00000319826	13	26723692	26728705	440575	1	RPL21P131
ENSG00000122026	ENST00000319826	13	26723692	26728705	440575	1	RPL21P87
ENSG00000122026	ENST00000319826	13	26723692	26728705	440575	1	RPL21P98
ENSG00000122026	ENST00000319826	13	26723692	26728705	440575	1	RPL21P128
ENSG00000122026	ENST00000319826	13	26723692	26728705	440575	1	RPL21P105
ENSG00000122026	ENST00000319826	13	26723692	26728705	440575	1	RPL21P97
ENSG00000122026	ENST00000319826	13	26723692	26728705	440575	1	RPL21P39
ENSG00000122026	ENST00000319826	13	26723692	26728705	440575	1	RPL21P125
ENSG00000122026	ENST00000319826	13	26723692	26728705	440575	1	RPL21P134
ENSG00000122026	ENST00000319826	13	26723692	26728705	440575	1	RPL21P45
ENSG00000122026	ENST00000319826	13	26723692	26728705	440575	1	RPL21P29
ENSG00000122026	ENST00000319826	13	26723692	26728705	440575	1	RPL21P120
ENSG00000122026	ENST00000319826	13	26723692	26728705	440575	1	RPL21P37
ENSG00000122026	ENST00000319826	13	26723692	26728705	440575	1	RPL21P80
ENSG00000122026	ENST00000319826	13	26723692	26728705	440575	1	RPL21P46
ENSG00000122026	ENST00000319826	13	26723692	26728705	440575	1	RPL21P93
ENSG00000122026	ENST00000319826	13	26723692	26728705	440575	1	RPL21P119
ENSG00000122026	ENST00000319826	13	26723692	26728705	440575	1	RPL21P16
ENSG00000122026	ENST00000319826	13	26723692	26728705	440575	1	RPL21P14
ENSG00000122026	ENST00000319826	13	26723692	26728705	440575	1	RPL21
ENSG00000122026	ENST00000319826	13	26723692	26728705	653156	1	RPL21P69
ENSG00000122026	ENST00000319826	13	26723692	26728705	653156	1	RPL21P20
ENSG00000122026	ENST00000319826	13	26723692	26728705	653156	1	RPL21P53
ENSG00000122026	ENST00000319826	13	26723692	26728705	653156	1	RPL21P131
ENSG00000122026	ENST00000319826	13	26723692	26728705	653156	1	RPL21P87
ENSG00000122026	ENST00000319826	13	26723692	26728705	653156	1	RPL21P98
ENSG00000122026	ENST00000319826	13	26723692	26728705	653156	1	RPL21P128
ENSG00000122026	ENST00000319826	13	26723692	26728705	653156	1	RPL21P105
ENSG00000122026	ENST00000319826	13	26723692	26728705	653156	1	RPL21P97
ENSG00000122026	ENST00000319826	13	26723692	26728705	653156	1	RPL21P39
ENSG00000122026	ENST00000319826	13	26723692	26728705	653156	1	RPL21P125
ENSG00000122026	ENST00000319826	13	26723692	26728705	653156	1	RPL21P134
ENSG00000122026	ENST00000319826	13	26723692	26728705	653156	1	RPL21P45
ENSG00000122026	ENST00000319826	13	26723692	26728705	653156	1	RPL21P29
ENSG00000122026	ENST00000319826	13	26723692	26728705	653156	1	RPL21P120
ENSG00000122026	ENST00000319826	13	26723692	26728705	653156	1	RPL21P37
ENSG00000122026	ENST00000319826	13	26723692	26728705	653156	1	RPL21P80
ENSG00000122026	ENST00000319826	13	26723692	26728705	653156	1	RPL21P46
ENSG00000122026	ENST00000319826	13	26723692	26728705	653156	1	RPL21P93
ENSG00000122026	ENST00000319826	13	26723692	26728705	653156	1	RPL21P119
ENSG00000122026	ENST00000319826	13	26723692	26728705	653156	1	RPL21P16
ENSG00000122026	ENST00000319826	13	26723692	26728705	653156	1	RPL21P14
ENSG00000122026	ENST00000319826	13	26723692	26728705	653156	1	RPL21
ENSG00000122026	ENST00000319826	13	26723692	26728705	653665	1	RPL21P69
ENSG00000122026	ENST00000319826	13	26723692	26728705	653665	1	RPL21P20
ENSG00000122026	ENST00000319826	13	26723692	26728705	653665	1	RPL21P53
ENSG00000122026	ENST00000319826	13	26723692	26728705	653665	1	RPL21P131
ENSG00000122026	ENST00000319826	13	26723692	26728705	653665	1	RPL21P87
ENSG00000122026	ENST00000319826	13	26723692	26728705	653665	1	RPL21P98
ENSG00000122026	ENST00000319826	13	26723692	26728705	653665	1	RPL21P128
ENSG00000122026	ENST00000319826	13	26723692	26728705	653665	1	RPL21P105
ENSG00000122026	ENST00000319826	13	26723692	26728705	653665	1	RPL21P97
ENSG00000122026	ENST00000319826	13	26723692	26728705	653665	1	RPL21P39
ENSG00000122026	ENST00000319826	13	26723692	26728705	653665	1	RPL21P125
ENSG00000122026	ENST00000319826	13	26723692	26728705	653665	1	RPL21P134
ENSG00000122026	ENST00000319826	13	26723692	26728705	653665	1	RPL21P45
ENSG00000122026	ENST00000319826	13	26723692	26728705	653665	1	RPL21P29
ENSG00000122026	ENST00000319826	13	26723692	26728705	653665	1	RPL21P120
ENSG00000122026	ENST00000319826	13	26723692	26728705	653665	1	RPL21P37
ENSG00000122026	ENST00000319826	13	26723692	26728705	653665	1	RPL21P80
ENSG00000122026	ENST00000319826	13	26723692	26728705	653665	1	RPL21P46
ENSG00000122026	ENST00000319826	13	26723692	26728705	653665	1	RPL21P93
ENSG00000122026	ENST00000319826	13	26723692	26728705	653665	1	RPL21P119
ENSG00000122026	ENST00000319826	13	26723692	26728705	653665	1	RPL21P16
ENSG00000122026	ENST00000319826	13	26723692	26728705	653665	1	RPL21P14
ENSG00000122026	ENST00000319826	13	26723692	26728705	653665	1	RPL21
ENSG00000122026	ENST00000319826	13	26723692	26728705	653737	1	RPL21P69
ENSG00000122026	ENST00000319826	13	26723692	26728705	653737	1	RPL21P20
ENSG00000122026	ENST00000319826	13	26723692	26728705	653737	1	RPL21P53
ENSG00000122026	ENST00000319826	13	26723692	26728705	653737	1	RPL21P131
ENSG00000122026	ENST00000319826	13	26723692	26728705	653737	1	RPL21P87
ENSG00000122026	ENST00000319826	13	26723692	26728705	653737	1	RPL21P98
ENSG00000122026	ENST00000319826	13	26723692	26728705	653737	1	RPL21P128
ENSG00000122026	ENST00000319826	13	26723692	26728705	653737	1	RPL21P105
ENSG00000122026	ENST00000319826	13	26723692	26728705	653737	1	RPL21P97
ENSG00000122026	ENST00000319826	13	26723692	26728705	653737	1	RPL21P39
ENSG00000122026	ENST00000319826	13	26723692	26728705	653737	1	RPL21P125
ENSG00000122026	ENST00000319826	13	26723692	26728705	653737	1	RPL21P134
ENSG00000122026	ENST00000319826	13	26723692	26728705	653737	1	RPL21P45
ENSG00000122026	ENST00000319826	13	26723692	26728705	653737	1	RPL21P29
ENSG00000122026	ENST00000319826	13	26723692	26728705	653737	1	RPL21P120
ENSG00000122026	ENST00000319826	13	26723692	26728705	653737	1	RPL21P37
ENSG00000122026	ENST00000319826	13	26723692	26728705	653737	1	RPL21P80
ENSG00000122026	ENST00000319826	13	26723692	26728705	653737	1	RPL21P46
ENSG00000122026	ENST00000319826	13	26723692	26728705	653737	1	RPL21P93
ENSG00000122026	ENST00000319826	13	26723692	26728705	653737	1	RPL21P119
ENSG00000122026	ENST00000319826	13	26723692	26728705	653737	1	RPL21P16
ENSG00000122026	ENST00000319826	13	26723692	26728705	653737	1	RPL21P14
ENSG00000122026	ENST00000319826	13	26723692	26728705	653737	1	RPL21
ENSG00000122026	ENST00000319826	13	26723692	26728705	728782	1	RPL21P69
ENSG00000122026	ENST00000319826	13	26723692	26728705	728782	1	RPL21P20
ENSG00000122026	ENST00000319826	13	26723692	26728705	728782	1	RPL21P53
ENSG00000122026	ENST00000319826	13	26723692	26728705	728782	1	RPL21P131
ENSG00000122026	ENST00000319826	13	26723692	26728705	728782	1	RPL21P87
ENSG00000122026	ENST00000319826	13	26723692	26728705	728782	1	RPL21P98
ENSG00000122026	ENST00000319826	13	26723692	26728705	728782	1	RPL21P128
ENSG00000122026	ENST00000319826	13	26723692	26728705	728782	1	RPL21P105
ENSG00000122026	ENST00000319826	13	26723692	26728705	728782	1	RPL21P97
ENSG00000122026	ENST00000319826	13	26723692	26728705	728782	1	RPL21P39
ENSG00000122026	ENST00000319826	13	26723692	26728705	728782	1	RPL21P125
ENSG00000122026	ENST00000319826	13	26723692	26728705	728782	1	RPL21P134
ENSG00000122026	ENST00000319826	13	26723692	26728705	728782	1	RPL21P45
ENSG00000122026	ENST00000319826	13	26723692	26728705	728782	1	RPL21P29
ENSG00000122026	ENST00000319826	13	26723692	26728705	728782	1	RPL21P120
ENSG00000122026	ENST00000319826	13	26723692	26728705	728782	1	RPL21P37
ENSG00000122026	ENST00000319826	13	26723692	26728705	728782	1	RPL21P80
ENSG00000122026	ENST00000319826	13	26723692	26728705	728782	1	RPL21P46
ENSG00000122026	ENST00000319826	13	26723692	26728705	728782	1	RPL21P93
ENSG00000122026	ENST00000319826	13	26723692	26728705	728782	1	RPL21P119
ENSG00000122026	ENST00000319826	13	26723692	26728705	728782	1	RPL21P16
ENSG00000122026	ENST00000319826	13	26723692	26728705	728782	1	RPL21P14
ENSG00000122026	ENST00000319826	13	26723692	26728705	728782	1	RPL21
ENSG00000122026	ENST00000319826	13	26723692	26728705	729402	1	RPL21P69
ENSG00000122026	ENST00000319826	13	26723692	26728705	729402	1	RPL21P20
ENSG00000122026	ENST00000319826	13	26723692	26728705	729402	1	RPL21P53
ENSG00000122026	ENST00000319826	13	26723692	26728705	729402	1	RPL21P131
ENSG00000122026	ENST00000319826	13	26723692	26728705	729402	1	RPL21P87
ENSG00000122026	ENST00000319826	13	26723692	26728705	729402	1	RPL21P98
ENSG00000122026	ENST00000319826	13	26723692	26728705	729402	1	RPL21P128
ENSG00000122026	ENST00000319826	13	26723692	26728705	729402	1	RPL21P105
ENSG00000122026	ENST00000319826	13	26723692	26728705	729402	1	RPL21P97
ENSG00000122026	ENST00000319826	13	26723692	26728705	729402	1	RPL21P39
ENSG00000122026	ENST00000319826	13	26723692	26728705	729402	1	RPL21P125
ENSG00000122026	ENST00000319826	13	26723692	26728705	729402	1	RPL21P134
ENSG00000122026	ENST00000319826	13	26723692	26728705	729402	1	RPL21P45
ENSG00000122026	ENST00000319826	13	26723692	26728705	729402	1	RPL21P29
ENSG00000122026	ENST00000319826	13	26723692	26728705	729402	1	RPL21P120
ENSG00000122026	ENST00000319826	13	26723692	26728705	729402	1	RPL21P37
ENSG00000122026	ENST00000319826	13	26723692	26728705	729402	1	RPL21P80
ENSG00000122026	ENST00000319826	13	26723692	26728705	729402	1	RPL21P46
ENSG00000122026	ENST00000319826	13	26723692	26728705	729402	1	RPL21P93
ENSG00000122026	ENST00000319826	13	26723692	26728705	729402	1	RPL21P119
ENSG00000122026	ENST00000319826	13	26723692	26728705	729402	1	RPL21P16
ENSG00000122026	ENST00000319826	13	26723692	26728705	729402	1	RPL21P14
ENSG00000122026	ENST00000319826	13	26723692	26728705	729402	1	RPL21
ENSG00000122026	ENST00000319826	13	26723692	26728705	100129685	1	RPL21P69
ENSG00000122026	ENST00000319826	13	26723692	26728705	100129685	1	RPL21P20
ENSG00000122026	ENST00000319826	13	26723692	26728705	100129685	1	RPL21P53
ENSG00000122026	ENST00000319826	13	26723692	26728705	100129685	1	RPL21P131
ENSG00000122026	ENST00000319826	13	26723692	26728705	100129685	1	RPL21P87
ENSG00000122026	ENST00000319826	13	26723692	26728705	100129685	1	RPL21P98
ENSG00000122026	ENST00000319826	13	26723692	26728705	100129685	1	RPL21P128
ENSG00000122026	ENST00000319826	13	26723692	26728705	100129685	1	RPL21P105
ENSG00000122026	ENST00000319826	13	26723692	26728705	100129685	1	RPL21P97
ENSG00000122026	ENST00000319826	13	26723692	26728705	100129685	1	RPL21P39
ENSG00000122026	ENST00000319826	13	26723692	26728705	100129685	1	RPL21P125
ENSG00000122026	ENST00000319826	13	26723692	26728705	100129685	1	RPL21P134
ENSG00000122026	ENST00000319826	13	26723692	26728705	100129685	1	RPL21P45
ENSG00000122026	ENST00000319826	13	26723692	26728705	100129685	1	RPL21P29
ENSG00000122026	ENST00000319826	13	26723692	26728705	100129685	1	RPL21P120
ENSG00000122026	ENST00000319826	13	26723692	26728705	100129685	1	RPL21P37
ENSG00000122026	ENST00000319826	13	26723692	26728705	100129685	1	RPL21P80
ENSG00000122026	ENST00000319826	13	26723692	26728705	100129685	1	RPL21P46
ENSG00000122026	ENST00000319826	13	26723692	26728705	100129685	1	RPL21P93
ENSG00000122026	ENST00000319826	13	26723692	26728705	100129685	1	RPL21P119
ENSG00000122026	ENST00000319826	13	26723692	26728705	100129685	1	RPL21P16
ENSG00000122026	ENST00000319826	13	26723692	26728705	100129685	1	RPL21P14
ENSG00000122026	ENST00000319826	13	26723692	26728705	100129685	1	RPL21
ENSG00000107959	ENST00000380980	10	3169922	3205003		-1	PITRM1
ENSG00000169208	ENST00000303532	14	21107774	21108715	26533	-1	OR10G3
ENSG00000124570	ENST00000316782	6	2893392	2917089	5269	-1	SERPINB6
ENSG00000206257	ENST00000383155	c6_COX	32211852	32216578		-1	
ENSG00000163703	ENST00000397170	3	9950506	9979367		1	CRELD1
ENSG00000122026	ENST00000326092	13	26723692	26728705	6144	1	RPL21P69
ENSG00000122026	ENST00000326092	13	26723692	26728705	6144	1	RPL21P20
ENSG00000122026	ENST00000326092	13	26723692	26728705	6144	1	RPL21P53
ENSG00000122026	ENST00000326092	13	26723692	26728705	6144	1	RPL21P131
ENSG00000122026	ENST00000326092	13	26723692	26728705	6144	1	RPL21P87
ENSG00000122026	ENST00000326092	13	26723692	26728705	6144	1	RPL21P98
ENSG00000122026	ENST00000326092	13	26723692	26728705	6144	1	RPL21P128
ENSG00000122026	ENST00000326092	13	26723692	26728705	6144	1	RPL21P105
ENSG00000122026	ENST00000326092	13	26723692	26728705	6144	1	RPL21P97
ENSG00000122026	ENST00000326092	13	26723692	26728705	6144	1	RPL21P39
ENSG00000122026	ENST00000326092	13	26723692	26728705	6144	1	RPL21P125
ENSG00000122026	ENST00000326092	13	26723692	26728705	6144	1	RPL21P134
ENSG00000122026	ENST00000326092	13	26723692	26728705	6144	1	RPL21P45
ENSG00000122026	ENST00000326092	13	26723692	26728705	6144	1	RPL21P29
ENSG00000122026	ENST00000326092	13	26723692	26728705	6144	1	RPL21P120
ENSG00000122026	ENST00000326092	13	26723692	26728705	6144	1	RPL21P37
ENSG00000122026	ENST00000326092	13	26723692	26728705	6144	1	RPL21P80
ENSG00000122026	ENST00000326092	13	26723692	26728705	6144	1	RPL21P46
ENSG00000122026	ENST00000326092	13	26723692	26728705	6144	1	RPL21P93
ENSG00000122026	ENST00000326092	13	26723692	26728705	6144	1	RPL21P119
ENSG00000122026	ENST00000326092	13	26723692	26728705	6144	1	RPL21P16
ENSG00000122026	ENST00000326092	13	26723692	26728705	6144	1	RPL21P14
ENSG00000122026	ENST00000326092	13	26723692	26728705	6144	1	RPL21
ENSG00000122026	ENST00000326092	13	26723692	26728705	387753	1	RPL21P69
ENSG00000122026	ENST00000326092	13	26723692	26728705	387753	1	RPL21P20
ENSG00000122026	ENST00000326092	13	26723692	26728705	387753	1	RPL21P53
ENSG00000122026	ENST00000326092	13	26723692	26728705	387753	1	RPL21P131
ENSG00000122026	ENST00000326092	13	26723692	26728705	387753	1	RPL21P87
ENSG00000122026	ENST00000326092	13	26723692	26728705	387753	1	RPL21P98
ENSG00000122026	ENST00000326092	13	26723692	26728705	387753	1	RPL21P128
ENSG00000122026	ENST00000326092	13	26723692	26728705	387753	1	RPL21P105
ENSG00000122026	ENST00000326092	13	26723692	26728705	387753	1	RPL21P97
ENSG00000122026	ENST00000326092	13	26723692	26728705	387753	1	RPL21P39
ENSG00000122026	ENST00000326092	13	26723692	26728705	387753	1	RPL21P125
ENSG00000122026	ENST00000326092	13	26723692	26728705	387753	1	RPL21P134
ENSG00000122026	ENST00000326092	13	26723692	26728705	387753	1	RPL21P45
ENSG00000122026	ENST00000326092	13	26723692	26728705	387753	1	RPL21P29
ENSG00000122026	ENST00000326092	13	26723692	26728705	387753	1	RPL21P120
ENSG00000122026	ENST00000326092	13	26723692	26728705	387753	1	RPL21P37
ENSG00000122026	ENST00000326092	13	26723692	26728705	387753	1	RPL21P80
ENSG00000122026	ENST00000326092	13	26723692	26728705	387753	1	RPL21P46
ENSG00000122026	ENST00000326092	13	26723692	26728705	387753	1	RPL21P93
ENSG00000122026	ENST00000326092	13	26723692	26728705	387753	1	RPL21P119
ENSG00000122026	ENST00000326092	13	26723692	26728705	387753	1	RPL21P16
ENSG00000122026	ENST00000326092	13	26723692	26728705	387753	1	RPL21P14
ENSG00000122026	ENST00000326092	13	26723692	26728705	387753	1	RPL21
ENSG00000122026	ENST00000326092	13	26723692	26728705	388532	1	RPL21P69
ENSG00000122026	ENST00000326092	13	26723692	26728705	388532	1	RPL21P20
ENSG00000122026	ENST00000326092	13	26723692	26728705	388532	1	RPL21P53
ENSG00000122026	ENST00000326092	13	26723692	26728705	388532	1	RPL21P131
ENSG00000122026	ENST00000326092	13	26723692	26728705	388532	1	RPL21P87
ENSG00000122026	ENST00000326092	13	26723692	26728705	388532	1	RPL21P98
ENSG00000122026	ENST00000326092	13	26723692	26728705	388532	1	RPL21P128
ENSG00000122026	ENST00000326092	13	26723692	26728705	388532	1	RPL21P105
ENSG00000122026	ENST00000326092	13	26723692	26728705	388532	1	RPL21P97
ENSG00000122026	ENST00000326092	13	26723692	26728705	388532	1	RPL21P39
ENSG00000122026	ENST00000326092	13	26723692	26728705	388532	1	RPL21P125
ENSG00000122026	ENST00000326092	13	26723692	26728705	388532	1	RPL21P134
ENSG00000122026	ENST00000326092	13	26723692	26728705	388532	1	RPL21P45
ENSG00000122026	ENST00000326092	13	26723692	26728705	388532	1	RPL21P29
ENSG00000122026	ENST00000326092	13	26723692	26728705	388532	1	RPL21P120
ENSG00000122026	ENST00000326092	13	26723692	26728705	388532	1	RPL21P37
ENSG00000122026	ENST00000326092	13	26723692	26728705	388532	1	RPL21P80
ENSG00000122026	ENST00000326092	13	26723692	26728705	388532	1	RPL21P46
ENSG00000122026	ENST00000326092	13	26723692	26728705	388532	1	RPL21P93
ENSG00000122026	ENST00000326092	13	26723692	26728705	388532	1	RPL21P119
ENSG00000122026	ENST00000326092	13	26723692	26728705	388532	1	RPL21P16
ENSG00000122026	ENST00000326092	13	26723692	26728705	388532	1	RPL21P14
ENSG00000122026	ENST00000326092	13	26723692	26728705	388532	1	RPL21
ENSG00000122026	ENST00000326092	13	26723692	26728705	388621	1	RPL21P69
ENSG00000122026	ENST00000326092	13	26723692	26728705	388621	1	RPL21P20
ENSG00000122026	ENST00000326092	13	26723692	26728705	388621	1	RPL21P53
ENSG00000122026	ENST00000326092	13	26723692	26728705	388621	1	RPL21P131
ENSG00000122026	ENST00000326092	13	26723692	26728705	388621	1	RPL21P87
ENSG00000122026	ENST00000326092	13	26723692	26728705	388621	1	RPL21P98
ENSG00000122026	ENST00000326092	13	26723692	26728705	388621	1	RPL21P128
ENSG00000122026	ENST00000326092	13	26723692	26728705	388621	1	RPL21P105
ENSG00000122026	ENST00000326092	13	26723692	26728705	388621	1	RPL21P97
ENSG00000122026	ENST00000326092	13	26723692	26728705	388621	1	RPL21P39
ENSG00000122026	ENST00000326092	13	26723692	26728705	388621	1	RPL21P125
ENSG00000122026	ENST00000326092	13	26723692	26728705	388621	1	RPL21P134
ENSG00000122026	ENST00000326092	13	26723692	26728705	388621	1	RPL21P45
ENSG00000122026	ENST00000326092	13	26723692	26728705	388621	1	RPL21P29
ENSG00000122026	ENST00000326092	13	26723692	26728705	388621	1	RPL21P120
ENSG00000122026	ENST00000326092	13	26723692	26728705	388621	1	RPL21P37
ENSG00000122026	ENST00000326092	13	26723692	26728705	388621	1	RPL21P80
ENSG00000122026	ENST00000326092	13	26723692	26728705	388621	1	RPL21P46
ENSG00000122026	ENST00000326092	13	26723692	26728705	388621	1	RPL21P93
ENSG00000122026	ENST00000326092	13	26723692	26728705	388621	1	RPL21P119
ENSG00000122026	ENST00000326092	13	26723692	26728705	388621	1	RPL21P16
ENSG00000122026	ENST00000326092	13	26723692	26728705	388621	1	RPL21P14
ENSG00000122026	ENST00000326092	13	26723692	26728705	388621	1	RPL21
ENSG00000122026	ENST00000326092	13	26723692	26728705	440575	1	RPL21P69
ENSG00000122026	ENST00000326092	13	26723692	26728705	440575	1	RPL21P20
ENSG00000122026	ENST00000326092	13	26723692	26728705	440575	1	RPL21P53
ENSG00000122026	ENST00000326092	13	26723692	26728705	440575	1	RPL21P131
ENSG00000122026	ENST00000326092	13	26723692	26728705	440575	1	RPL21P87
ENSG00000122026	ENST00000326092	13	26723692	26728705	440575	1	RPL21P98
ENSG00000122026	ENST00000326092	13	26723692	26728705	440575	1	RPL21P128
ENSG00000122026	ENST00000326092	13	26723692	26728705	440575	1	RPL21P105
ENSG00000122026	ENST00000326092	13	26723692	26728705	440575	1	RPL21P97
ENSG00000122026	ENST00000326092	13	26723692	26728705	440575	1	RPL21P39
ENSG00000122026	ENST00000326092	13	26723692	26728705	440575	1	RPL21P125
ENSG00000122026	ENST00000326092	13	26723692	26728705	440575	1	RPL21P134
ENSG00000122026	ENST00000326092	13	26723692	26728705	440575	1	RPL21P45
ENSG00000122026	ENST00000326092	13	26723692	26728705	440575	1	RPL21P29
ENSG00000122026	ENST00000326092	13	26723692	26728705	440575	1	RPL21P120
ENSG00000122026	ENST00000326092	13	26723692	26728705	440575	1	RPL21P37
ENSG00000122026	ENST00000326092	13	26723692	26728705	440575	1	RPL21P80
ENSG00000122026	ENST00000326092	13	26723692	26728705	440575	1	RPL21P46
ENSG00000122026	ENST00000326092	13	26723692	26728705	440575	1	RPL21P93
ENSG00000122026	ENST00000326092	13	26723692	26728705	440575	1	RPL21P119
ENSG00000122026	ENST00000326092	13	26723692	26728705	440575	1	RPL21P16
ENSG00000122026	ENST00000326092	13	26723692	26728705	440575	1	RPL21P14
ENSG00000122026	ENST00000326092	13	26723692	26728705	440575	1	RPL21
ENSG00000122026	ENST00000326092	13	26723692	26728705	653156	1	RPL21P69
ENSG00000122026	ENST00000326092	13	26723692	26728705	653156	1	RPL21P20
ENSG00000122026	ENST00000326092	13	26723692	26728705	653156	1	RPL21P53
ENSG00000122026	ENST00000326092	13	26723692	26728705	653156	1	RPL21P131
ENSG00000122026	ENST00000326092	13	26723692	26728705	653156	1	RPL21P87
ENSG00000122026	ENST00000326092	13	26723692	26728705	653156	1	RPL21P98
ENSG00000122026	ENST00000326092	13	26723692	26728705	653156	1	RPL21P128
ENSG00000122026	ENST00000326092	13	26723692	26728705	653156	1	RPL21P105
ENSG00000122026	ENST00000326092	13	26723692	26728705	653156	1	RPL21P97
ENSG00000122026	ENST00000326092	13	26723692	26728705	653156	1	RPL21P39
ENSG00000122026	ENST00000326092	13	26723692	26728705	653156	1	RPL21P125
ENSG00000122026	ENST00000326092	13	26723692	26728705	653156	1	RPL21P134
ENSG00000122026	ENST00000326092	13	26723692	26728705	653156	1	RPL21P45
ENSG00000122026	ENST00000326092	13	26723692	26728705	653156	1	RPL21P29
ENSG00000122026	ENST00000326092	13	26723692	26728705	653156	1	RPL21P120
ENSG00000122026	ENST00000326092	13	26723692	26728705	653156	1	RPL21P37
ENSG00000122026	ENST00000326092	13	26723692	26728705	653156	1	RPL21P80
ENSG00000122026	ENST00000326092	13	26723692	26728705	653156	1	RPL21P46
ENSG00000122026	ENST00000326092	13	26723692	26728705	653156	1	RPL21P93
ENSG00000122026	ENST00000326092	13	26723692	26728705	653156	1	RPL21P119
ENSG00000122026	ENST00000326092	13	26723692	26728705	653156	1	RPL21P16
ENSG00000122026	ENST00000326092	13	26723692	26728705	653156	1	RPL21P14
ENSG00000122026	ENST00000326092	13	26723692	26728705	653156	1	RPL21
ENSG00000122026	ENST00000326092	13	26723692	26728705	653665	1	RPL21P69
ENSG00000122026	ENST00000326092	13	26723692	26728705	653665	1	RPL21P20
ENSG00000122026	ENST00000326092	13	26723692	26728705	653665	1	RPL21P53
ENSG00000122026	ENST00000326092	13	26723692	26728705	653665	1	RPL21P131
ENSG00000122026	ENST00000326092	13	26723692	26728705	653665	1	RPL21P87
ENSG00000122026	ENST00000326092	13	26723692	26728705	653665	1	RPL21P98
ENSG00000122026	ENST00000326092	13	26723692	26728705	653665	1	RPL21P128
ENSG00000122026	ENST00000326092	13	26723692	26728705	653665	1	RPL21P105
ENSG00000122026	ENST00000326092	13	26723692	26728705	653665	1	RPL21P97
ENSG00000122026	ENST00000326092	13	26723692	26728705	653665	1	RPL21P39
ENSG00000122026	ENST00000326092	13	26723692	26728705	653665	1	RPL21P125
ENSG00000122026	ENST00000326092	13	26723692	26728705	653665	1	RPL21P134
ENSG00000122026	ENST00000326092	13	26723692	26728705	653665	1	RPL21P45
ENSG00000122026	ENST00000326092	13	26723692	26728705	653665	1	RPL21P29
ENSG00000122026	ENST00000326092	13	26723692	26728705	653665	1	RPL21P120
ENSG00000122026	ENST00000326092	13	26723692	26728705	653665	1	RPL21P37
ENSG00000122026	ENST00000326092	13	26723692	26728705	653665	1	RPL21P80
ENSG00000122026	ENST00000326092	13	26723692	26728705	653665	1	RPL21P46
ENSG00000122026	ENST00000326092	13	26723692	26728705	653665	1	RPL21P93
ENSG00000122026	ENST00000326092	13	26723692	26728705	653665	1	RPL21P119
ENSG00000122026	ENST00000326092	13	26723692	26728705	653665	1	RPL21P16
ENSG00000122026	ENST00000326092	13	26723692	26728705	653665	1	RPL21P14
ENSG00000122026	ENST00000326092	13	26723692	26728705	653665	1	RPL21
ENSG00000122026	ENST00000326092	13	26723692	26728705	653737	1	RPL21P69
ENSG00000122026	ENST00000326092	13	26723692	26728705	653737	1	RPL21P20
ENSG00000122026	ENST00000326092	13	26723692	26728705	653737	1	RPL21P53
ENSG00000122026	ENST00000326092	13	26723692	26728705	653737	1	RPL21P131
ENSG00000122026	ENST00000326092	13	26723692	26728705	653737	1	RPL21P87
