miRNA_ID	isoform_coords	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_region
hsa-mir-141	hg38:chr12:6964155-6964175:+	30	13.648200	N	mature,MIMAT0000432
hsa-mir-141	hg38:chr12:6964155-6964176:+	288	131.022723	N	mature,MIMAT0000432
hsa-mir-141	hg38:chr12:6964155-6964177:+	282	128.293083	N	mature,MIMAT0000432
hsa-mir-141	hg38:chr12:6964155-6964178:+	420	191.074805	N	mature,MIMAT0000432
hsa-mir-141	hg38:chr12:6964155-6964179:+	10	4.549400	N	mature,MIMAT0000432
hsa-mir-141	hg38:chr12:6964156-6964176:+	1	0.454940	N	mature,MIMAT0000432
hsa-mir-141	hg38:chr12:6964156-6964177:+	1	0.454940	N	mature,MIMAT0000432
hsa-mir-141	hg38:chr12:6964158-6964178:+	1	0.454940	N	mature,MIMAT0000432
hsa-mir-141	hg38:chr12:6964159-6964178:+	2	0.909880	N	mature,MIMAT0000432
hsa-mir-141	hg38:chr12:6964160-6964178:+	3	1.364820	N	mature,MIMAT0000432
hsa-mir-142	hg38:chr17:58331243-58331264:-	8	3.639520	N	mature,MIMAT0000434
hsa-mir-142	hg38:chr17:58331243-58331265:-	2	0.909880	N	mature,MIMAT0000434
hsa-mir-142	hg38:chr17:58331244-58331267:-	7	3.184580	N	mature,MIMAT0000434
hsa-mir-142	hg38:chr17:58331245-58331266:-	3	1.364820	N	mature,MIMAT0000434
hsa-mir-142	hg38:chr17:58331245-58331267:-	934	424.913971	N	mature,MIMAT0000434
hsa-mir-142	hg38:chr17:58331245-58331268:-	94	42.764361	N	mature,MIMAT0000434
hsa-mir-142	hg38:chr17:58331246-58331264:-	1	0.454940	N	mature,MIMAT0000434
hsa-mir-142	hg38:chr17:58331246-58331265:-	3	1.364820	N	mature,MIMAT0000434
hsa-mir-142	hg38:chr17:58331246-58331266:-	1	0.454940	N	mature,MIMAT0000434
hsa-mir-142	hg38:chr17:58331246-58331267:-	1770	805.243821	N	mature,MIMAT0000434
hsa-mir-142	hg38:chr17:58331246-58331268:-	848	385.789130	N	mature,MIMAT0000434
hsa-mir-142	hg38:chr17:58331247-58331267:-	252	114.644883	N	mature,MIMAT0000434
hsa-mir-142	hg38:chr17:58331247-58331268:-	27	12.283380	N	mature,MIMAT0000434
hsa-mir-142	hg38:chr17:58331248-58331267:-	5	2.274700	N	mature,MIMAT0000434
hsa-mir-142	hg38:chr17:58331248-58331268:-	1	0.454940	N	mature,MIMAT0000434
hsa-mir-142	hg38:chr17:58331250-58331267:-	14	6.369160	N	mature,MIMAT0000434
hsa-mir-142	hg38:chr17:58331250-58331268:-	1	0.454940	N	mature,MIMAT0000434
hsa-mir-142	hg38:chr17:58331282-58331304:-	3	1.364820	N	mature,MIMAT0000433
hsa-mir-142	hg38:chr17:58331283-58331304:-	22	10.008680	N	mature,MIMAT0000433
hsa-mir-142	hg38:chr17:58331284-58331304:-	6	2.729640	N	mature,MIMAT0000433
hsa-mir-142	hg38:chr17:58331284-58331306:-	19	8.643860	N	mature,MIMAT0000433
hsa-mir-142	hg38:chr17:58331285-58331304:-	6	2.729640	N	mature,MIMAT0000433
hsa-mir-142	hg38:chr17:58331285-58331306:-	2	0.909880	N	mature,MIMAT0000433
hsa-mir-142	hg38:chr17:58331286-58331306:-	15	6.824100	N	mature,MIMAT0000433
hsa-mir-142	hg38:chr17:58331288-58331306:-	1	0.454940	N	mature,MIMAT0000433
hsa-mir-143	hg38:chr5:149428944-149428964:+	1	0.454940	N	mature,MIMAT0004599
hsa-mir-143	hg38:chr5:149428944-149428965:+	73	33.210621	N	mature,MIMAT0004599
hsa-mir-143	hg38:chr5:149428944-149428966:+	2	0.909880	N	mature,MIMAT0004599
hsa-mir-143	hg38:chr5:149428944-149428967:+	2	0.909880	N	mature,MIMAT0004599
hsa-mir-143	hg38:chr5:149428975-149428996:+	2	0.909880	N	mature,MIMAT0000435
hsa-mir-143	hg38:chr5:149428976-149428996:+	5	2.274700	N	mature,MIMAT0000435
hsa-mir-143	hg38:chr5:149428976-149428997:+	2	0.909880	N	mature,MIMAT0000435
hsa-mir-143	hg38:chr5:149428977-149428994:+	1	0.454940	N	mature,MIMAT0000435
hsa-mir-143	hg38:chr5:149428977-149428996:+	104	47.313761	N	mature,MIMAT0000435
hsa-mir-143	hg38:chr5:149428977-149428997:+	18	8.188920	N	mature,MIMAT0000435
hsa-mir-143	hg38:chr5:149428977-149428998:+	240	109.185603	N	mature,MIMAT0000435
hsa-mir-143	hg38:chr5:149428977-149428999:+	20	9.098800	N	mature,MIMAT0000435
hsa-mir-143	hg38:chr5:149428977-149429000:+	5	2.274700	N	mature,MIMAT0000435
hsa-mir-143	hg38:chr5:149428978-149428994:+	24	10.918560	N	mature,MIMAT0000435
hsa-mir-143	hg38:chr5:149428978-149428995:+	5	2.274700	N	mature,MIMAT0000435
hsa-mir-143	hg38:chr5:149428978-149428996:+	7230	3289.216284	N	mature,MIMAT0000435
hsa-mir-143	hg38:chr5:149428978-149428997:+	994	452.210372	N	mature,MIMAT0000435
hsa-mir-143	hg38:chr5:149428978-149428998:+	29852	13580.869227	N	mature,MIMAT0000435
hsa-mir-143	hg38:chr5:149428978-149428999:+	5466	2486.702103	N	mature,MIMAT0000435
hsa-mir-143	hg38:chr5:149428978-149429000:+	1096	498.614253	N	mature,MIMAT0000435
hsa-mir-143	hg38:chr5:149428978-149429001:+	44	20.017361	N	mature,MIMAT0000435
hsa-mir-143	hg38:chr5:149428979-149428996:+	6	2.729640	N	mature,MIMAT0000435
hsa-mir-143	hg38:chr5:149428979-149428998:+	20	9.098800	N	mature,MIMAT0000435
hsa-mir-143	hg38:chr5:149428979-149428999:+	9	4.094460	N	mature,MIMAT0000435
hsa-mir-143	hg38:chr5:149428981-149428998:+	27	12.283380	N	mature,MIMAT0000435
hsa-mir-143	hg38:chr5:149428981-149429000:+	8	3.639520	N	mature,MIMAT0000435
hsa-mir-143	hg38:chr5:149428982-149428998:+	2	0.909880	N	mature,MIMAT0000435
hsa-mir-143	hg38:chr5:149428982-149429000:+	2	0.909880	N	mature,MIMAT0000435
hsa-mir-143	hg38:chr5:149428983-149429000:+	2	0.909880	N	mature,MIMAT0000435
hsa-mir-143	hg38:chr5:149428984-149429000:+	1	0.454940	N	mature,MIMAT0000435
hsa-mir-144	hg38:chr17:28861548-28861568:-	2	0.909880	N	mature,MIMAT0000436
hsa-mir-144	hg38:chr17:28861549-28861568:-	1	0.454940	N	mature,MIMAT0000436
hsa-mir-144	hg38:chr17:28861550-28861569:-	1	0.454940	N	mature,MIMAT0000436
hsa-mir-144	hg38:chr17:28861582-28861604:-	2	0.909880	N	mature,MIMAT0004600
hsa-mir-144	hg38:chr17:28861582-28861605:-	3	1.364820	N	mature,MIMAT0004600
hsa-mir-144	hg38:chr17:28861583-28861604:-	7	3.184580	N	mature,MIMAT0004600
hsa-mir-144	hg38:chr17:28861583-28861605:-	211	95.992342	N	mature,MIMAT0004600
hsa-mir-144	hg38:chr17:28861584-28861605:-	1	0.454940	N	mature,MIMAT0004600
hsa-mir-144	hg38:chr17:28861585-28861605:-	3	1.364820	N	mature,MIMAT0004600
hsa-mir-145	hg38:chr5:149430641-149430661:+	1	0.454940	N	precursor
hsa-mir-145	hg38:chr5:149430660-149430682:+	1	0.454940	N	mature,MIMAT0000437
hsa-mir-145	hg38:chr5:149430661-149430680:+	74	33.665561	N	mature,MIMAT0000437
hsa-mir-145	hg38:chr5:149430661-149430681:+	66	30.026041	N	mature,MIMAT0000437
hsa-mir-145	hg38:chr5:149430661-149430682:+	619	281.607867	N	mature,MIMAT0000437
hsa-mir-145	hg38:chr5:149430661-149430683:+	428	194.714325	N	mature,MIMAT0000437
hsa-mir-145	hg38:chr5:149430661-149430684:+	963	438.107231	N	mature,MIMAT0000437
hsa-mir-145	hg38:chr5:149430661-149430685:+	30	13.648200	N	mature,MIMAT0000437
hsa-mir-145	hg38:chr5:149430662-149430684:+	9	4.094460	N	mature,MIMAT0000437
hsa-mir-145	hg38:chr5:149430664-149430684:+	1	0.454940	N	mature,MIMAT0000437
hsa-mir-145	hg38:chr5:149430666-149430684:+	1	0.454940	N	mature,MIMAT0000437
hsa-mir-145	hg38:chr5:149430699-149430719:+	1	0.454940	N	mature,MIMAT0004601
hsa-mir-145	hg38:chr5:149430699-149430720:+	6	2.729640	N	mature,MIMAT0004601
hsa-mir-145	hg38:chr5:149430699-149430721:+	23	10.463620	N	mature,MIMAT0004601
hsa-mir-145	hg38:chr5:149430699-149430722:+	1	0.454940	N	mature,MIMAT0004601
hsa-mir-145	hg38:chr5:149430700-149430718:+	1	0.454940	N	mature,MIMAT0004601
hsa-mir-145	hg38:chr5:149430700-149430721:+	2	0.909880	N	mature,MIMAT0004601
hsa-mir-145	hg38:chr5:149430700-149430722:+	1	0.454940	N	mature,MIMAT0004601
hsa-mir-145	hg38:chr5:149430701-149430720:+	3	1.364820	N	mature,MIMAT0004601
hsa-mir-145	hg38:chr5:149430701-149430721:+	12	5.459280	N	mature,MIMAT0004601
hsa-mir-145	hg38:chr5:149430701-149430722:+	10	4.549400	N	mature,MIMAT0004601
hsa-mir-145	hg38:chr5:149430702-149430721:+	1	0.454940	N	mature,MIMAT0004601
hsa-mir-1468	hg38:chrX:63786054-63786076:-	3	1.364820	N	mature,MIMAT0006789
hsa-mir-146a	hg38:chr5:160485372-160485391:+	2	0.909880	N	mature,MIMAT0000449
hsa-mir-146a	hg38:chr5:160485372-160485392:+	2	0.909880	N	mature,MIMAT0000449
hsa-mir-146a	hg38:chr5:160485372-160485393:+	58	26.386521	N	mature,MIMAT0000449
hsa-mir-146a	hg38:chr5:160485372-160485394:+	153	69.605822	N	mature,MIMAT0000449
hsa-mir-146a	hg38:chr5:160485372-160485395:+	26	11.828440	N	mature,MIMAT0000449
hsa-mir-146a	hg38:chr5:160485372-160485396:+	1	0.454940	N	mature,MIMAT0000449
hsa-mir-146a	hg38:chr5:160485373-160485393:+	1	0.454940	N	mature,MIMAT0000449
hsa-mir-146a	hg38:chr5:160485373-160485394:+	1	0.454940	N	mature,MIMAT0000449
hsa-mir-146a	hg38:chr5:160485373-160485395:+	1	0.454940	N	mature,MIMAT0000449
hsa-mir-146a	hg38:chr5:160485374-160485395:+	1	0.454940	N	mature,MIMAT0000449
hsa-mir-146b	hg38:chr10:102436519-102436541:+	1	0.454940	N	mature,MIMAT0002809
hsa-mir-146b	hg38:chr10:102436519-102436542:+	2	0.909880	N	mature,MIMAT0002809
hsa-mir-146b	hg38:chr10:102436520-102436539:+	1	0.454940	N	mature,MIMAT0002809
hsa-mir-146b	hg38:chr10:102436520-102436540:+	3	1.364820	N	mature,MIMAT0002809
hsa-mir-146b	hg38:chr10:102436520-102436541:+	17	7.733980	N	mature,MIMAT0002809
hsa-mir-146b	hg38:chr10:102436520-102436542:+	145	65.966302	N	mature,MIMAT0002809
hsa-mir-146b	hg38:chr10:102436520-102436543:+	234	106.455963	N	mature,MIMAT0002809
hsa-mir-146b	hg38:chr10:102436520-102436544:+	230	104.636203	N	mature,MIMAT0002809
hsa-mir-146b	hg38:chr10:102436521-102436542:+	2	0.909880	N	mature,MIMAT0002809
hsa-mir-146b	hg38:chr10:102436523-102436544:+	2	0.909880	N	mature,MIMAT0002809
hsa-mir-146b	hg38:chr10:102436556-102436578:+	6	2.729640	N	mature,MIMAT0004766
hsa-mir-146b	hg38:chr10:102436556-102436579:+	34	15.467960	N	mature,MIMAT0004766
hsa-mir-146b	hg38:chr10:102436557-102436577:+	1	0.454940	N	mature,MIMAT0004766
hsa-mir-146b	hg38:chr10:102436557-102436578:+	5	2.274700	N	mature,MIMAT0004766
hsa-mir-146b	hg38:chr10:102436557-102436579:+	70	31.845801	N	mature,MIMAT0004766
hsa-mir-146b	hg38:chr10:102436558-102436579:+	1	0.454940	N	mature,MIMAT0004766
hsa-mir-147b	hg38:chr15:45433098-45433119:+	1	0.454940	N	mature,MIMAT0004928
hsa-mir-148a	hg38:chr7:25949920-25949940:-	1	0.454940	N	mature,MIMAT0000243
hsa-mir-148a	hg38:chr7:25949920-25949943:-	2	0.909880	N	mature,MIMAT0000243
hsa-mir-148a	hg38:chr7:25949920-25949944:-	303	137.846824	N	mature,MIMAT0000243
hsa-mir-148a	hg38:chr7:25949921-25949940:-	2	0.909880	N	mature,MIMAT0000243
hsa-mir-148a	hg38:chr7:25949921-25949943:-	23	10.463620	N	mature,MIMAT0000243
hsa-mir-148a	hg38:chr7:25949921-25949944:-	2010	914.429423	N	mature,MIMAT0000243
hsa-mir-148a	hg38:chr7:25949922-25949939:-	1	0.454940	N	mature,MIMAT0000243
hsa-mir-148a	hg38:chr7:25949922-25949940:-	13	5.914220	N	mature,MIMAT0000243
hsa-mir-148a	hg38:chr7:25949922-25949943:-	75	34.120501	N	mature,MIMAT0000243
hsa-mir-148a	hg38:chr7:25949922-25949944:-	23591	10732.489814	N	mature,MIMAT0000243
hsa-mir-148a	hg38:chr7:25949922-25949945:-	2	0.909880	N	mature,MIMAT0000243
hsa-mir-148a	hg38:chr7:25949923-25949941:-	1	0.454940	N	mature,MIMAT0000243
hsa-mir-148a	hg38:chr7:25949923-25949942:-	1	0.454940	N	mature,MIMAT0000243
hsa-mir-148a	hg38:chr7:25949923-25949943:-	30	13.648200	N	mature,MIMAT0000243
hsa-mir-148a	hg38:chr7:25949923-25949944:-	13681	6224.034299	N	mature,MIMAT0000243
hsa-mir-148a	hg38:chr7:25949923-25949945:-	4	1.819760	N	mature,MIMAT0000243
hsa-mir-148a	hg38:chr7:25949924-25949944:-	106	48.223641	N	mature,MIMAT0000243
hsa-mir-148a	hg38:chr7:25949925-25949944:-	5	2.274700	N	mature,MIMAT0000243
hsa-mir-148a	hg38:chr7:25949926-25949944:-	5	2.274700	N	mature,MIMAT0000243
hsa-mir-148a	hg38:chr7:25949960-25949982:-	10	4.549400	N	mature,MIMAT0004549
hsa-mir-148a	hg38:chr7:25949960-25949983:-	1	0.454940	N	mature,MIMAT0004549
hsa-mir-148a	hg38:chr7:25949961-25949982:-	5	2.274700	N	mature,MIMAT0004549
hsa-mir-148a	hg38:chr7:25949961-25949983:-	1	0.454940	N	mature,MIMAT0004549
hsa-mir-148a	hg38:chr7:25949962-25949982:-	6	2.729640	N	mature,MIMAT0004549
hsa-mir-148a	hg38:chr7:25949962-25949983:-	3	1.364820	N	mature,MIMAT0004549
hsa-mir-148b	hg38:chr12:54337239-54337261:+	2	0.909880	N	mature,MIMAT0004699
hsa-mir-148b	hg38:chr12:54337239-54337262:+	2	0.909880	N	mature,MIMAT0004699
hsa-mir-148b	hg38:chr12:54337278-54337297:+	1	0.454940	N	mature,MIMAT0000759
hsa-mir-148b	hg38:chr12:54337278-54337298:+	14	6.369160	N	mature,MIMAT0000759
hsa-mir-148b	hg38:chr12:54337278-54337299:+	103	46.858821	N	mature,MIMAT0000759
hsa-mir-148b	hg38:chr12:54337278-54337300:+	163	74.155222	N	mature,MIMAT0000759
hsa-mir-148b	hg38:chr12:54337278-54337302:+	2	0.909880	N	mature,MIMAT0000759
hsa-mir-148b	hg38:chr12:54337281-54337299:+	1	0.454940	N	mature,MIMAT0000759
hsa-mir-149	hg38:chr2:240456015-240456033:+	1	0.454940	N	mature,MIMAT0000450
hsa-mir-149	hg38:chr2:240456015-240456034:+	1	0.454940	N	mature,MIMAT0000450
hsa-mir-149	hg38:chr2:240456015-240456035:+	72	32.755681	N	mature,MIMAT0000450
hsa-mir-149	hg38:chr2:240456015-240456036:+	35	15.922900	N	mature,MIMAT0000450
hsa-mir-149	hg38:chr2:240456015-240456037:+	82	37.305081	N	mature,MIMAT0000450
hsa-mir-149	hg38:chr2:240456015-240456038:+	58	26.386521	N	mature,MIMAT0000450
hsa-mir-149	hg38:chr2:240456016-240456035:+	2	0.909880	N	mature,MIMAT0000450
hsa-mir-150	hg38:chr19:49500798-49500819:-	1	0.454940	N	mature,MIMAT0004610
hsa-mir-150	hg38:chr19:49500831-49500854:-	1	0.454940	N	mature,MIMAT0000451
hsa-mir-150	hg38:chr19:49500832-49500853:-	5	2.274700	N	mature,MIMAT0000451
hsa-mir-150	hg38:chr19:49500832-49500854:-	594	270.234367	N	mature,MIMAT0000451
hsa-mir-150	hg38:chr19:49500832-49500855:-	1	0.454940	N	mature,MIMAT0000451
hsa-mir-150	hg38:chr19:49500833-49500853:-	1	0.454940	N	mature,MIMAT0000451
hsa-mir-150	hg38:chr19:49500833-49500854:-	280	127.383203	N	mature,MIMAT0000451
hsa-mir-150	hg38:chr19:49500833-49500856:-	24	10.918560	N	mature,MIMAT0000451
hsa-mir-150	hg38:chr19:49500834-49500854:-	344	156.499364	N	mature,MIMAT0000451
hsa-mir-150	hg38:chr19:49500834-49500856:-	81	36.850141	N	mature,MIMAT0000451
hsa-mir-150	hg38:chr19:49500835-49500854:-	4	1.819760	N	mature,MIMAT0000451
hsa-mir-150	hg38:chr19:49500835-49500856:-	1	0.454940	N	mature,MIMAT0000451
hsa-mir-150	hg38:chr19:49500836-49500854:-	3	1.364820	N	mature,MIMAT0000451
hsa-mir-150	hg38:chr19:49500837-49500854:-	1	0.454940	N	mature,MIMAT0000451
hsa-mir-151a	hg38:chr8:140732584-140732607:-	1	0.454940	N	mature,MIMAT0000757
hsa-mir-151a	hg38:chr8:140732584-140732608:-	1	0.454940	N	mature,MIMAT0000757
hsa-mir-151a	hg38:chr8:140732585-140732608:-	1	0.454940	N	mature,MIMAT0000757
hsa-mir-151a	hg38:chr8:140732586-140732607:-	1	0.454940	N	mature,MIMAT0000757
hsa-mir-151a	hg38:chr8:140732586-140732608:-	574	261.135567	N	mature,MIMAT0000757
hsa-mir-151a	hg38:chr8:140732586-140732610:-	2	0.909880	N	mature,MIMAT0000757
hsa-mir-151a	hg38:chr8:140732587-140732607:-	4	1.819760	N	mature,MIMAT0000757
hsa-mir-151a	hg38:chr8:140732587-140732608:-	1198	545.018134	N	mature,MIMAT0000757
hsa-mir-151a	hg38:chr8:140732587-140732609:-	10	4.549400	N	mature,MIMAT0000757
hsa-mir-151a	hg38:chr8:140732587-140732610:-	44	20.017361	N	mature,MIMAT0000757
hsa-mir-151a	hg38:chr8:140732588-140732607:-	1	0.454940	N	mature,MIMAT0000757
hsa-mir-151a	hg38:chr8:140732588-140732608:-	230	104.636203	N	mature,MIMAT0000757
hsa-mir-151a	hg38:chr8:140732588-140732609:-	6	2.729640	N	mature,MIMAT0000757
hsa-mir-151a	hg38:chr8:140732588-140732610:-	87	39.579781	N	mature,MIMAT0000757
hsa-mir-151a	hg38:chr8:140732589-140732607:-	1	0.454940	N	mature,MIMAT0000757
hsa-mir-151a	hg38:chr8:140732589-140732608:-	147	66.876182	N	mature,MIMAT0000757
hsa-mir-151a	hg38:chr8:140732589-140732609:-	7	3.184580	N	mature,MIMAT0000757
hsa-mir-151a	hg38:chr8:140732589-140732610:-	207	94.172582	N	mature,MIMAT0000757
hsa-mir-151a	hg38:chr8:140732590-140732608:-	4	1.819760	N	mature,MIMAT0000757
hsa-mir-151a	hg38:chr8:140732590-140732609:-	2	0.909880	N	mature,MIMAT0000757
hsa-mir-151a	hg38:chr8:140732590-140732610:-	3	1.364820	N	mature,MIMAT0000757
hsa-mir-151a	hg38:chr8:140732621-140732644:-	6	2.729640	N	mature,MIMAT0004697
hsa-mir-151a	hg38:chr8:140732621-140732645:-	4	1.819760	N	mature,MIMAT0004697
hsa-mir-151a	hg38:chr8:140732622-140732643:-	1	0.454940	N	mature,MIMAT0004697
hsa-mir-151a	hg38:chr8:140732622-140732644:-	62	28.206281	N	mature,MIMAT0004697
hsa-mir-151a	hg38:chr8:140732622-140732645:-	32	14.558080	N	mature,MIMAT0004697
hsa-mir-151b	hg38:chr14:100109435-100109457:-	2	0.909880	N	mature,MIMAT0010214
hsa-mir-152	hg38:chr17:48037173-48037195:-	81	36.850141	N	mature,MIMAT0000438
hsa-mir-152	hg38:chr17:48037174-48037194:-	6	2.729640	N	mature,MIMAT0000438
hsa-mir-152	hg38:chr17:48037174-48037195:-	330	150.130204	N	mature,MIMAT0000438
hsa-mir-152	hg38:chr17:48037175-48037195:-	15	6.824100	N	mature,MIMAT0000438
hsa-mir-152	hg38:chr17:48037210-48037233:-	1	0.454940	N	mature,MIMAT0026479
hsa-mir-153-2	hg38:chr7:157574389-157574410:-	19	8.643860	N	mature,MIMAT0026480
hsa-mir-1537	hg38:chr1:235853036-235853057:-	1	0.454940	N	mature,MIMAT0026765
hsa-mir-1538	hg38:chr16:69565838-69565861:-	1	0.454940	N	unannotated
hsa-mir-154	hg38:chr14:101059769-101059790:+	2	0.909880	N	mature,MIMAT0000452
hsa-mir-154	hg38:chr14:101059769-101059791:+	15	6.824100	N	mature,MIMAT0000452
hsa-mir-154	hg38:chr14:101059769-101059792:+	1	0.454940	N	mature,MIMAT0000452
hsa-mir-154	hg38:chr14:101059805-101059826:+	2	0.909880	N	mature,MIMAT0000453
hsa-mir-154	hg38:chr14:101059805-101059827:+	1	0.454940	N	mature,MIMAT0000453
hsa-mir-155	hg38:chr21:25573983-25574000:+	1	0.454940	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573983-25574002:+	3	1.364820	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573983-25574003:+	82	37.305081	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573983-25574004:+	186	84.618842	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573983-25574005:+	164	74.610162	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573983-25574006:+	174	79.159562	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573983-25574007:+	97	44.129181	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573983-25574008:+	7	3.184580	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573983-25574009:+	2	0.909880	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573983-25574010:+	1	0.454940	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573984-25574003:+	2	0.909880	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573984-25574004:+	5	2.274700	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573984-25574005:+	1	0.454940	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573984-25574006:+	1	0.454940	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573984-25574007:+	4	1.819760	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25574022-25574044:+	2	0.909880	N	mature,MIMAT0004658
hsa-mir-15a	hg38:chr13:50049165-50049189:-	60	27.296401	N	mature,MIMAT0000068
hsa-mir-15a	hg38:chr13:50049166-50049189:-	58	26.386521	N	mature,MIMAT0000068
hsa-mir-15a	hg38:chr13:50049167-50049189:-	20	9.098800	N	mature,MIMAT0000068
hsa-mir-15a	hg38:chr13:50049168-50049189:-	49	22.292061	N	mature,MIMAT0000068
hsa-mir-15a	hg38:chr13:50049169-50049189:-	5	2.274700	N	mature,MIMAT0000068
hsa-mir-15a	hg38:chr13:50049170-50049189:-	2	0.909880	N	mature,MIMAT0000068
hsa-mir-15b	hg38:chr3:160404607-160404625:+	1	0.454940	N	mature,MIMAT0000417
hsa-mir-15b	hg38:chr3:160404607-160404626:+	3	1.364820	N	mature,MIMAT0000417
hsa-mir-15b	hg38:chr3:160404607-160404627:+	7	3.184580	N	mature,MIMAT0000417
hsa-mir-15b	hg38:chr3:160404607-160404628:+	56	25.476641	N	mature,MIMAT0000417
hsa-mir-15b	hg38:chr3:160404607-160404629:+	86	39.124841	N	mature,MIMAT0000417
hsa-mir-15b	hg38:chr3:160404610-160404628:+	1	0.454940	N	mature,MIMAT0000417
hsa-mir-15b	hg38:chr3:160404645-160404664:+	1	0.454940	N	mature,MIMAT0004586
hsa-mir-15b	hg38:chr3:160404645-160404665:+	1	0.454940	N	mature,MIMAT0004586
hsa-mir-15b	hg38:chr3:160404645-160404666:+	15	6.824100	N	mature,MIMAT0004586
hsa-mir-15b	hg38:chr3:160404645-160404667:+	6	2.729640	N	mature,MIMAT0004586
hsa-mir-15b	hg38:chr3:160404645-160404668:+	1	0.454940	N	mature,MIMAT0004586
hsa-mir-16-1	hg38:chr13:50048985-50049007:-	7	3.184580	N	mature,MIMAT0004489
hsa-mir-16-1	hg38:chr13:50048986-50049007:-	1	0.454940	N	mature,MIMAT0004489
hsa-mir-16-1	hg38:chr13:50048986-50049009:-	1	0.454940	N	mature,MIMAT0004489
hsa-mir-16-1	hg38:chr13:50049025-50049049:-	1	0.454940	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049026-50049048:-	1	0.454940	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049026-50049049:-	7	3.184580	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049027-50049044:-	6	2.729640	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049027-50049046:-	1	0.454940	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049027-50049047:-	1	0.454940	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049027-50049049:-	304	138.301764	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049028-50049044:-	1	0.454940	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049028-50049049:-	4	1.819760	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049029-50049049:-	26	11.828440	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049030-50049049:-	2	0.909880	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049031-50049049:-	1	0.454940	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404754-160404773:+	6	2.729640	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404754-160404774:+	22	10.008680	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404754-160404775:+	8	3.639520	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404754-160404776:+	293	133.297423	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404754-160404777:+	12	5.459280	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404754-160404779:+	2	0.909880	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404759-160404776:+	5	2.274700	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404759-160404777:+	2	0.909880	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404796-160404816:+	4	1.819760	N	mature,MIMAT0004518
hsa-mir-16-2	hg38:chr3:160404796-160404817:+	1	0.454940	N	mature,MIMAT0004518
hsa-mir-16-2	hg38:chr3:160404796-160404818:+	3	1.364820	N	mature,MIMAT0004518
hsa-mir-16-2	hg38:chr3:160404798-160404817:+	1	0.454940	N	mature,MIMAT0004518
hsa-mir-17	hg38:chr13:91350617-91350638:+	1	0.454940	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350617-91350639:+	2	0.909880	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350617-91350640:+	2	0.909880	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350618-91350638:+	6	2.729640	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350618-91350639:+	16	7.279040	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350618-91350640:+	12	5.459280	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350618-91350641:+	267	121.468983	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350618-91350642:+	8	3.639520	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350619-91350641:+	3	1.364820	Y	mature,MIMAT0000070
